OperatorID,Standorte,Ladesaeulen,Plugs,ErneuerbareEnergie_Prozent,Datum
CH*BEC,15,57,57,,2025-05-05
CH*CCC,712,1979,1979,,2025-05-05
CH*CPI,14,41,42,,2025-05-05
CH*DIE,1,1,2,,2025-05-05
CH*EBS,6,6,19,,2025-05-05
CH*ECU,3150,4101,4101,,2025-05-05
CH*ENMOBILECHARGE,24,52,52,,2025-05-05
CH*EVAEMOBILITAET,2,4,4,,2025-05-05
CH*EWACHARGE,15,36,36,53.0,2025-05-05
CH*EWD,8,8,24,,2025-05-05
CH*EWO,7,7,11,,2025-05-05
CH*FASTNED,11,48,70,100.0,2025-05-05
CH*GFT,81,489,489,,2025-05-05
CH*HER,1,1,4,,2025-05-05
CH*ION,10,58,58,,2025-05-05
CH*LIDL,46,46,138,,2025-05-05
CH*MIG,169,661,661,3.0,2025-05-05
CH*MOBILECHARGE,36,97,97,5.0,2025-05-05
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-05
CH*PACEMOBILITY,1,1,1,,2025-05-05
CH*PARKCHARGE,3,5,5,,2025-05-05
CH*REP,177,498,498,41.0,2025-05-05
CH*SCH,67,138,138,,2025-05-05
CH*SCHARGE,2,2,2,,2025-05-05
CH*SHE,431,1062,1497,,2025-05-05
CH*SWISSCHARGE,1414,4074,4136,,2025-05-05
CH*TAE,1,131,131,,2025-05-05
CH*TES,34,416,416,,2025-05-05
CHEVP,999,2236,4011,,2025-05-05
CH*AIL,5,25,25,8.0,2025-05-06
CH*AVIA,1,1,2,,2025-05-06
CH*BEC,15,57,57,,2025-05-06
CH*CCC,710,1979,1979,,2025-05-06
CH*CPI,14,41,42,,2025-05-06
CH*DIE,1,1,2,,2025-05-06
CH*EBS,6,6,19,,2025-05-06
CH*ECU,3157,4108,4108,,2025-05-06
CH*ENMOBILECHARGE,24,52,52,,2025-05-06
CH*EVAEMOBILITAET,2,4,4,,2025-05-06
CH*EWACHARGE,15,36,36,53.0,2025-05-06
CH*EWD,8,8,24,,2025-05-06
CH*EWO,7,7,11,,2025-05-06
CH*FASTNED,11,48,70,100.0,2025-05-06
CH*GFT,81,489,489,,2025-05-06
CH*HER,1,1,4,,2025-05-06
CH*ION,10,58,58,,2025-05-06
CH*LIDL,46,46,138,,2025-05-06
CH*MIG,169,663,663,3.0,2025-05-06
CH*MOBILECHARGE,36,97,97,5.0,2025-05-06
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-06
CH*PACEMOBILITY,1,1,1,,2025-05-06
CH*PARKCHARGE,3,5,5,,2025-05-06
CH*REP,177,498,498,41.0,2025-05-06
CH*SCH,67,138,138,,2025-05-06
CH*SCHARGE,2,2,2,,2025-05-06
CH*SHE,431,1062,1497,,2025-05-06
CH*SWISSCHARGE,1414,4072,4135,,2025-05-06
CH*TAE,1,131,131,,2025-05-06
CH*TES,34,416,416,,2025-05-06
CHEVP,999,2236,4011,,2025-05-06
CH*AIL,5,25,25,8.0,2025-05-07
CH*AVIA,1,1,2,,2025-05-07
CH*BEC,15,57,57,,2025-05-07
CH*CCC,709,1979,1979,,2025-05-07
CH*CPI,14,41,42,,2025-05-07
CH*DIE,1,1,2,,2025-05-07
CH*EBS,6,6,19,,2025-05-07
CH*ECU,3160,4111,4111,,2025-05-07
CH*ENMOBILECHARGE,24,52,52,,2025-05-07
CH*EVAEMOBILITAET,2,4,4,,2025-05-07
CH*EWACHARGE,15,36,36,53.0,2025-05-07
CH*EWD,8,8,24,,2025-05-07
CH*EWO,7,7,11,,2025-05-07
CH*FASTNED,11,48,70,100.0,2025-05-07
CH*GFT,81,489,489,,2025-05-07
CH*HER,1,1,4,,2025-05-07
CH*ION,10,58,58,,2025-05-07
CH*LIDL,46,46,138,,2025-05-07
CH*MIG,170,667,667,3.0,2025-05-07
CH*MOBILECHARGE,36,97,97,5.0,2025-05-07
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-07
CH*PACEMOBILITY,1,1,1,,2025-05-07
CH*PARKCHARGE,3,5,5,,2025-05-07
CH*REP,177,498,498,41.0,2025-05-07
CH*SCH,67,138,138,,2025-05-07
CH*SCHARGE,2,2,2,,2025-05-07
CH*SHE,431,1062,1497,,2025-05-07
CH*SWISSCHARGE,1415,4074,4137,,2025-05-07
CH*TAE,1,131,131,,2025-05-07
CH*TES,34,416,416,,2025-05-07
CHEVP,995,2232,4003,,2025-05-07
CH*AIL,5,25,25,8.0,2025-05-08
CH*AVIA,1,1,2,,2025-05-08
CH*BEC,15,57,57,,2025-05-08
CH*CCC,709,1979,1979,,2025-05-08
CH*CPI,14,41,42,,2025-05-08
CH*DIE,1,1,2,,2025-05-08
CH*EBS,6,6,19,,2025-05-08
CH*ECU,3162,4112,4112,,2025-05-08
CH*ENMOBILECHARGE,24,52,52,,2025-05-08
CH*EVAEMOBILITAET,2,4,4,,2025-05-08
CH*EWACHARGE,15,36,36,53.0,2025-05-08
CH*EWD,8,8,24,,2025-05-08
CH*EWO,7,7,11,,2025-05-08
CH*FASTNED,11,48,70,100.0,2025-05-08
CH*GFT,81,489,489,,2025-05-08
CH*HER,1,1,4,,2025-05-08
CH*ION,10,58,58,,2025-05-08
CH*LIDL,46,46,138,,2025-05-08
CH*MIG,170,667,667,3.0,2025-05-08
CH*MOBILECHARGE,36,97,97,5.0,2025-05-08
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-08
CH*PACEMOBILITY,1,1,1,,2025-05-08
CH*PARKCHARGE,3,5,5,,2025-05-08
CH*REP,177,498,498,41.0,2025-05-08
CH*SCH,68,141,141,,2025-05-08
CH*SCHARGE,2,2,2,,2025-05-08
CH*SHE,431,1062,1497,,2025-05-08
CH*SWISSCHARGE,1417,4080,4143,,2025-05-08
CH*TAE,1,131,131,,2025-05-08
CH*TES,34,416,416,,2025-05-08
CHEVP,986,2222,3984,,2025-05-08
CH*AIL,5,25,25,8.0,2025-05-09
CH*AVIA,1,1,2,,2025-05-09
CH*BEC,15,57,57,,2025-05-09
CH*CCC,713,1989,1989,,2025-05-09
CH*CPI,14,41,42,,2025-05-09
CH*DIE,1,1,2,,2025-05-09
CH*EBS,6,6,19,,2025-05-09
CH*ECU,3168,4120,4120,,2025-05-09
CH*ELECTRA,6,22,22,,2025-05-09
CH*ENMOBILECHARGE,24,52,52,,2025-05-09
CH*EVAEMOBILITAET,2,4,4,,2025-05-09
CH*EWACHARGE,15,36,36,53.0,2025-05-09
CH*EWD,8,8,24,,2025-05-09
CH*EWO,7,7,11,,2025-05-09
CH*FASTNED,11,48,70,100.0,2025-05-09
CH*GFT,81,489,489,,2025-05-09
CH*HER,1,1,4,,2025-05-09
CH*ION,10,58,58,,2025-05-09
CH*LIDL,46,46,138,,2025-05-09
CH*MIG,170,667,667,3.0,2025-05-09
CH*MOBILECHARGE,36,97,97,5.0,2025-05-09
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-09
CH*PACEMOBILITY,1,1,1,,2025-05-09
CH*PARKCHARGE,3,5,5,,2025-05-09
CH*REP,177,498,498,41.0,2025-05-09
CH*SCH,68,141,141,,2025-05-09
CH*SCHARGE,2,2,2,,2025-05-09
CH*SHE,436,1070,1506,,2025-05-09
CH*SWISSCHARGE,1417,4080,4143,,2025-05-09
CH*TAE,1,131,131,,2025-05-09
CH*TES,34,416,416,,2025-05-09
CHEVP,979,2212,3964,,2025-05-09
CH*AIL,5,25,25,8.0,2025-05-10
CH*AVIA,1,1,2,,2025-05-10
CH*BEC,15,57,57,,2025-05-10
CH*CCC,712,1993,1993,,2025-05-10
CH*CPI,14,41,42,,2025-05-10
CH*DIE,1,1,2,,2025-05-10
CH*EBS,6,6,19,,2025-05-10
CH*ECU,3173,4126,4126,,2025-05-10
CH*ELECTRA,6,22,22,,2025-05-10
CH*ENMOBILECHARGE,24,52,52,,2025-05-10
CH*EVAEMOBILITAET,2,4,4,,2025-05-10
CH*EWACHARGE,15,36,36,53.0,2025-05-10
CH*EWD,8,8,24,,2025-05-10
CH*EWO,7,7,11,,2025-05-10
CH*FASTNED,11,48,70,100.0,2025-05-10
CH*GFT,81,489,489,,2025-05-10
CH*HER,1,1,4,,2025-05-10
CH*ION,10,58,58,,2025-05-10
CH*LIDL,46,46,138,,2025-05-10
CH*MIG,170,667,667,3.0,2025-05-10
CH*MOBILECHARGE,36,97,97,5.0,2025-05-10
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-10
CH*PACEMOBILITY,1,1,1,,2025-05-10
CH*PARKCHARGE,3,5,5,,2025-05-10
CH*REP,177,498,498,41.0,2025-05-10
CH*SCH,68,141,141,,2025-05-10
CH*SCHARGE,2,2,2,,2025-05-10
CH*SHE,436,1071,1508,,2025-05-10
CH*SWISSCHARGE,1417,4087,4149,,2025-05-10
CH*TAE,1,131,131,,2025-05-10
CH*TES,34,416,416,,2025-05-10
CHEVP,978,2210,3960,,2025-05-10
CH*AIL,5,25,25,8.0,2025-05-11
CH*AVIA,1,1,2,,2025-05-11
CH*BEC,15,57,57,,2025-05-11
CH*CCC,712,1993,1993,,2025-05-11
CH*CPI,14,41,42,,2025-05-11
CH*DIE,1,1,2,,2025-05-11
CH*EBS,6,6,19,,2025-05-11
CH*ECU,3173,4126,4126,,2025-05-11
CH*ELECTRA,6,22,22,,2025-05-11
CH*ENMOBILECHARGE,24,52,52,,2025-05-11
CH*EVAEMOBILITAET,2,4,4,,2025-05-11
CH*EWACHARGE,15,36,36,53.0,2025-05-11
CH*EWD,8,8,24,,2025-05-11
CH*EWO,7,7,11,,2025-05-11
CH*FASTNED,11,48,70,100.0,2025-05-11
CH*GFT,81,489,489,,2025-05-11
CH*HER,1,1,4,,2025-05-11
CH*ION,10,58,58,,2025-05-11
CH*LIDL,46,46,138,,2025-05-11
CH*MIG,170,667,667,3.0,2025-05-11
CH*MOBILECHARGE,36,97,97,5.0,2025-05-11
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-11
CH*PACEMOBILITY,1,1,1,,2025-05-11
CH*PARKCHARGE,3,5,5,,2025-05-11
CH*REP,177,498,498,41.0,2025-05-11
CH*SCH,68,141,141,,2025-05-11
CH*SCHARGE,2,2,2,,2025-05-11
CH*SHE,436,1071,1508,,2025-05-11
CH*SWISSCHARGE,1417,4087,4149,,2025-05-11
CH*TAE,1,131,131,,2025-05-11
CH*TES,34,416,416,,2025-05-11
CHEVP,978,2210,3960,,2025-05-11
CH*AIL,5,25,25,8.0,2025-05-12
CH*AVIA,1,1,2,,2025-05-12
CH*BEC,15,57,57,,2025-05-12
CH*CCC,712,1993,1993,,2025-05-12
CH*CPI,14,41,42,,2025-05-12
CH*DIE,1,1,2,,2025-05-12
CH*EBS,6,6,19,,2025-05-12
CH*ECU,3174,4127,4127,,2025-05-12
CH*ELECTRA,6,22,22,,2025-05-12
CH*ENMOBILECHARGE,24,52,52,,2025-05-12
CH*EVAEMOBILITAET,2,4,4,,2025-05-12
CH*EWACHARGE,15,36,36,53.0,2025-05-12
CH*EWD,8,8,24,,2025-05-12
CH*EWO,7,7,11,,2025-05-12
CH*FASTNED,11,48,70,100.0,2025-05-12
CH*GFT,81,489,489,,2025-05-12
CH*HER,1,1,4,,2025-05-12
CH*ION,10,58,58,,2025-05-12
CH*LIDL,46,46,138,,2025-05-12
CH*MIG,170,667,667,3.0,2025-05-12
CH*MOBILECHARGE,36,97,97,5.0,2025-05-12
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-12
CH*PACEMOBILITY,1,1,1,,2025-05-12
CH*PARKCHARGE,3,5,5,,2025-05-12
CH*REP,177,498,498,41.0,2025-05-12
CH*SCH,68,141,141,,2025-05-12
CH*SCHARGE,2,2,2,,2025-05-12
CH*SHE,436,1071,1508,,2025-05-12
CH*SWISSCHARGE,1417,4087,4149,,2025-05-12
CH*TAE,1,131,131,,2025-05-12
CH*TES,34,416,416,,2025-05-12
CHEVP,978,2210,3960,,2025-05-12
CH*AIL,5,25,25,8.0,2025-05-13
CH*AVIA,1,1,2,,2025-05-13
CH*BEC,15,57,57,,2025-05-13
CH*CCC,666,1803,1803,,2025-05-13
CH*CPI,14,41,42,,2025-05-13
CH*DIE,1,1,2,,2025-05-13
CH*EBS,6,6,19,,2025-05-13
CH*ECU,3181,4137,4137,,2025-05-13
CH*ELECTRA,6,22,22,,2025-05-13
CH*ENMOBILECHARGE,24,52,52,,2025-05-13
CH*EVAEMOBILITAET,2,4,4,,2025-05-13
CH*EWACHARGE,15,36,36,53.0,2025-05-13
CH*EWD,8,8,24,,2025-05-13
CH*EWO,7,7,11,,2025-05-13
CH*FASTNED,11,48,70,100.0,2025-05-13
CH*GFT,81,489,489,,2025-05-13
CH*HER,1,1,4,,2025-05-13
CH*ION,10,58,58,,2025-05-13
CH*LIDL,46,46,138,,2025-05-13
CH*MIG,170,667,667,3.0,2025-05-13
CH*MOBILECHARGE,36,97,97,5.0,2025-05-13
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-13
CH*PACEMOBILITY,1,1,1,,2025-05-13
CH*PARKCHARGE,3,5,5,,2025-05-13
CH*REP,177,498,498,41.0,2025-05-13
CH*SCH,69,143,143,,2025-05-13
CH*SCHARGE,2,2,2,,2025-05-13
CH*SHE,436,1071,1508,,2025-05-13
CH*SWISSCHARGE,1420,4092,4155,,2025-05-13
CH*TAE,1,131,131,,2025-05-13
CH*TES,34,416,416,,2025-05-13
CHEVP,973,2202,3945,,2025-05-13
CH*AIL,5,25,25,8.0,2025-05-14
CH*AVIA,1,1,2,,2025-05-14
CH*BEC,15,57,57,,2025-05-14
CH*CCC,666,1803,1803,,2025-05-14
CH*CPI,14,41,42,,2025-05-14
CH*DIE,1,1,2,,2025-05-14
CH*EBS,6,6,19,,2025-05-14
CH*ECU,3198,4151,4151,,2025-05-14
CH*ELECTRA,6,22,22,,2025-05-14
CH*ENMOBILECHARGE,24,52,52,,2025-05-14
CH*EVAEMOBILITAET,2,4,4,,2025-05-14
CH*EWACHARGE,15,36,36,53.0,2025-05-14
CH*EWD,8,8,24,,2025-05-14
CH*EWO,7,7,11,,2025-05-14
CH*FASTNED,11,48,70,100.0,2025-05-14
CH*GFT,81,489,489,,2025-05-14
CH*HER,1,1,4,,2025-05-14
CH*ION,10,58,58,,2025-05-14
CH*LIDL,46,46,138,,2025-05-14
CH*MIG,170,667,667,3.0,2025-05-14
CH*MOBILECHARGE,36,97,97,5.0,2025-05-14
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-14
CH*PACEMOBILITY,1,1,1,,2025-05-14
CH*PARKCHARGE,3,5,5,,2025-05-14
CH*REP,177,498,498,41.0,2025-05-14
CH*SCH,69,143,143,,2025-05-14
CH*SCHARGE,2,2,2,,2025-05-14
CH*SHE,436,1071,1508,,2025-05-14
CH*SWISSCHARGE,1420,4092,4155,,2025-05-14
CH*TAE,1,131,131,,2025-05-14
CH*TES,34,416,416,,2025-05-14
CHEVP,953,2179,3903,,2025-05-14
CH*AIL,5,25,25,8.0,2025-05-15
CH*AVIA,1,1,2,,2025-05-15
CH*BEC,15,57,57,,2025-05-15
CH*CCC,666,1803,1803,,2025-05-15
CH*CPI,14,41,42,,2025-05-15
CH*DIE,1,1,2,,2025-05-15
CH*EBS,6,6,19,,2025-05-15
CH*ECU,3205,4160,4160,,2025-05-15
CH*ELECTRA,6,22,22,,2025-05-15
CH*ENMOBILECHARGE,24,52,52,,2025-05-15
CH*EVAEMOBILITAET,2,4,4,,2025-05-15
CH*EWACHARGE,15,36,36,53.0,2025-05-15
CH*EWD,8,8,24,,2025-05-15
CH*EWO,7,7,11,,2025-05-15
CH*FASTNED,11,48,70,100.0,2025-05-15
CH*GFT,81,489,489,,2025-05-15
CH*HER,1,1,4,,2025-05-15
CH*ION,10,58,58,,2025-05-15
CH*LIDL,46,46,138,,2025-05-15
CH*MIG,170,667,667,3.0,2025-05-15
CH*MOBILECHARGE,36,97,97,5.0,2025-05-15
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-15
CH*PACEMOBILITY,1,1,1,,2025-05-15
CH*PARKCHARGE,3,5,5,,2025-05-15
CH*REP,177,498,498,41.0,2025-05-15
CH*SCH,69,143,143,,2025-05-15
CH*SCHARGE,2,2,2,,2025-05-15
CH*SHE,435,1069,1505,,2025-05-15
CH*SWISSCHARGE,1420,4093,4156,,2025-05-15
CH*TAE,1,131,131,,2025-05-15
CH*TES,34,416,416,,2025-05-15
CHEVP,943,2160,3867,,2025-05-15
CH*AIL,5,25,25,8.0,2025-05-16
CH*AVIA,1,1,2,,2025-05-16
CH*BEC,15,57,57,,2025-05-16
CH*CCC,666,1814,1814,,2025-05-16
CH*CPI,14,41,42,,2025-05-16
CH*DIE,1,1,2,,2025-05-16
CH*EBS,6,6,19,,2025-05-16
CH*ECU,3207,4161,4161,,2025-05-16
CH*ELECTRA,6,22,22,,2025-05-16
CH*ENMOBILECHARGE,24,52,52,,2025-05-16
CH*EVAEMOBILITAET,2,4,4,,2025-05-16
CH*EWACHARGE,15,36,36,53.0,2025-05-16
CH*EWD,8,8,24,,2025-05-16
CH*EWO,7,7,11,,2025-05-16
CH*FASTNED,11,48,70,100.0,2025-05-16
CH*GFT,81,489,489,,2025-05-16
CH*HER,1,1,4,,2025-05-16
CH*ION,10,58,58,,2025-05-16
CH*LIDL,46,46,138,,2025-05-16
CH*MIG,170,667,667,3.0,2025-05-16
CH*MOBILECHARGE,36,97,97,5.0,2025-05-16
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-16
CH*PACEMOBILITY,1,1,1,,2025-05-16
CH*PARKCHARGE,3,5,5,,2025-05-16
CH*REP,177,498,498,41.0,2025-05-16
CH*SCH,69,143,143,,2025-05-16
CH*SCHARGE,2,2,2,,2025-05-16
CH*SHE,438,1078,1518,,2025-05-16
CH*SWISSCHARGE,1419,4099,4160,,2025-05-16
CH*TAE,1,131,131,,2025-05-16
CH*TES,34,416,416,,2025-05-16
CHEVP,936,2152,3852,,2025-05-16
CH*AIL,5,25,25,8.0,2025-05-17
CH*AVIA,1,1,2,,2025-05-17
CH*BEC,15,57,57,,2025-05-17
CH*CCC,667,1814,1814,,2025-05-17
CH*CPI,14,41,42,,2025-05-17
CH*DIE,1,1,2,,2025-05-17
CH*EBS,6,6,19,,2025-05-17
CH*ECU,3223,4184,4184,,2025-05-17
CH*ELECTRA,6,22,22,,2025-05-17
CH*ENMOBILECHARGE,24,52,52,,2025-05-17
CH*EVAEMOBILITAET,2,4,4,,2025-05-17
CH*EWACHARGE,15,36,36,53.0,2025-05-17
CH*EWD,8,8,24,,2025-05-17
CH*EWO,7,7,11,,2025-05-17
CH*FASTNED,11,48,70,100.0,2025-05-17
CH*GFT,81,489,489,,2025-05-17
CH*HER,1,1,4,,2025-05-17
CH*ION,10,58,58,,2025-05-17
CH*LIDL,46,46,138,,2025-05-17
CH*MIG,171,671,671,3.0,2025-05-17
CH*MOBILECHARGE,36,97,97,5.0,2025-05-17
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-17
CH*PACEMOBILITY,1,1,1,,2025-05-17
CH*PARKCHARGE,3,5,5,,2025-05-17
CH*REP,177,498,498,41.0,2025-05-17
CH*SCH,70,143,143,,2025-05-17
CH*SCHARGE,2,2,2,,2025-05-17
CH*SHE,439,1083,1523,,2025-05-17
CH*SWISSCHARGE,1431,4126,4189,,2025-05-17
CH*TAE,1,131,131,,2025-05-17
CH*TES,34,416,416,,2025-05-17
CHEVP,917,2127,3805,,2025-05-17
CH*AIL,5,25,25,8.0,2025-05-18
CH*AVIA,1,1,2,,2025-05-18
CH*BEC,15,57,57,,2025-05-18
CH*CCC,667,1814,1814,,2025-05-18
CH*CPI,14,41,42,,2025-05-18
CH*DIE,1,1,2,,2025-05-18
CH*EBS,6,6,19,,2025-05-18
CH*ECU,3223,4184,4184,,2025-05-18
CH*ELECTRA,6,22,22,,2025-05-18
CH*ENMOBILECHARGE,24,52,52,,2025-05-18
CH*EVAEMOBILITAET,2,4,4,,2025-05-18
CH*EWACHARGE,15,36,36,53.0,2025-05-18
CH*EWD,8,8,24,,2025-05-18
CH*EWO,7,7,11,,2025-05-18
CH*FASTNED,11,48,70,100.0,2025-05-18
CH*GFT,81,489,489,,2025-05-18
CH*HER,1,1,4,,2025-05-18
CH*ION,10,58,58,,2025-05-18
CH*LIDL,46,46,138,,2025-05-18
CH*MIG,171,671,671,3.0,2025-05-18
CH*MOBILECHARGE,36,97,97,5.0,2025-05-18
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-18
CH*PACEMOBILITY,1,1,1,,2025-05-18
CH*PARKCHARGE,3,5,5,,2025-05-18
CH*REP,177,498,498,41.0,2025-05-18
CH*SCH,70,143,143,,2025-05-18
CH*SCHARGE,2,2,2,,2025-05-18
CH*SHE,439,1082,1522,,2025-05-18
CH*SWISSCHARGE,1431,4126,4189,,2025-05-18
CH*TAE,1,131,131,,2025-05-18
CH*TES,34,416,416,,2025-05-18
CHEVP,917,2127,3805,,2025-05-18
CH*AIL,5,25,25,8.0,2025-05-19
CH*AVIA,1,1,2,,2025-05-19
CH*BEC,15,57,57,,2025-05-19
CH*CCC,667,1814,1814,,2025-05-19
CH*CPI,14,41,42,,2025-05-19
CH*DIE,1,1,2,,2025-05-19
CH*EBS,6,6,19,,2025-05-19
CH*ECU,3223,4184,4184,,2025-05-19
CH*ELECTRA,6,22,22,,2025-05-19
CH*ENMOBILECHARGE,24,52,52,,2025-05-19
CH*EVAEMOBILITAET,2,4,4,,2025-05-19
CH*EWACHARGE,15,36,36,53.0,2025-05-19
CH*EWD,8,8,24,,2025-05-19
CH*EWO,7,7,11,,2025-05-19
CH*FASTNED,11,48,70,100.0,2025-05-19
CH*GFT,81,489,489,,2025-05-19
CH*HER,1,1,4,,2025-05-19
CH*ION,10,58,58,,2025-05-19
CH*LIDL,46,46,138,,2025-05-19
CH*MIG,171,671,671,3.0,2025-05-19
CH*MOBILECHARGE,36,97,97,5.0,2025-05-19
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-19
CH*PACEMOBILITY,1,1,1,,2025-05-19
CH*PARKCHARGE,3,5,5,,2025-05-19
CH*REP,177,498,498,41.0,2025-05-19
CH*SCH,70,143,143,,2025-05-19
CH*SCHARGE,2,2,2,,2025-05-19
CH*SHE,439,1082,1522,,2025-05-19
CH*SWISSCHARGE,1431,4126,4189,,2025-05-19
CH*TAE,1,131,131,,2025-05-19
CH*TES,34,416,416,,2025-05-19
CHEVP,918,2128,3807,,2025-05-19
CH*AIL,5,25,25,8.0,2025-05-20
CH*AVIA,1,1,2,,2025-05-20
CH*BEC,15,57,57,,2025-05-20
CH*CCC,666,1823,1823,,2025-05-20
CH*CPI,14,41,42,,2025-05-20
CH*DIE,1,1,2,,2025-05-20
CH*EBS,6,6,19,,2025-05-20
CH*ECU,3233,4197,4197,,2025-05-20
CH*ELECTRA,6,22,22,,2025-05-20
CH*ENMOBILECHARGE,24,52,52,,2025-05-20
CH*EVAEMOBILITAET,2,4,4,,2025-05-20
CH*EWACHARGE,15,36,36,53.0,2025-05-20
CH*EWD,8,8,24,,2025-05-20
CH*EWO,7,7,11,,2025-05-20
CH*FASTNED,11,48,70,100.0,2025-05-20
CH*GFT,81,489,489,,2025-05-20
CH*HER,1,1,4,,2025-05-20
CH*ION,10,58,58,,2025-05-20
CH*LIDL,46,46,138,,2025-05-20
CH*MIG,171,675,675,3.0,2025-05-20
CH*MOBILECHARGE,36,97,97,5.0,2025-05-20
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-20
CH*PACEMOBILITY,1,1,1,,2025-05-20
CH*PARKCHARGE,3,5,5,,2025-05-20
CH*REP,177,498,498,41.0,2025-05-20
CH*SCH,70,143,143,,2025-05-20
CH*SCHARGE,2,2,2,,2025-05-20
CH*SHE,440,1084,1525,,2025-05-20
CH*SWISSCHARGE,1430,4121,4183,,2025-05-20
CH*TAE,1,131,131,,2025-05-20
CH*TES,34,416,416,,2025-05-20
CHEVP,915,2125,3803,,2025-05-20
CH*AIL,5,25,25,8.0,2025-05-21
CH*AVIA,1,1,2,,2025-05-21
CH*BEC,15,57,57,,2025-05-21
CH*CCC,666,1823,1823,,2025-05-21
CH*CPI,14,41,42,,2025-05-21
CH*DIE,1,1,2,,2025-05-21
CH*EBS,6,6,19,,2025-05-21
CH*ECU,3267,4246,4246,,2025-05-21
CH*ELECTRA,6,22,22,,2025-05-21
CH*ENMOBILECHARGE,24,52,52,,2025-05-21
CH*EVAEMOBILITAET,2,4,4,,2025-05-21
CH*EWACHARGE,15,36,36,53.0,2025-05-21
CH*EWD,8,8,24,,2025-05-21
CH*EWO,7,7,11,,2025-05-21
CH*FASTNED,11,48,70,100.0,2025-05-21
CH*GFT,81,489,489,,2025-05-21
CH*HER,1,1,4,,2025-05-21
CH*ION,10,58,58,,2025-05-21
CH*LIDL,46,46,138,,2025-05-21
CH*MIG,171,675,675,3.0,2025-05-21
CH*MOBILECHARGE,36,97,97,5.0,2025-05-21
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-21
CH*PACEMOBILITY,1,1,1,,2025-05-21
CH*PARKCHARGE,3,5,5,,2025-05-21
CH*REP,177,498,498,41.0,2025-05-21
CH*SCH,70,143,143,,2025-05-21
CH*SCHARGE,2,2,2,,2025-05-21
CH*SHE,440,1084,1525,,2025-05-21
CH*SWISSCHARGE,1432,4120,4182,,2025-05-21
CH*TAE,1,131,131,,2025-05-21
CH*TES,34,416,416,,2025-05-21
CHEVP,910,2117,3789,,2025-05-21
CH*AIL,5,25,25,8.0,2025-05-22
CH*AVIA,1,1,2,,2025-05-22
CH*BEC,15,57,57,,2025-05-22
CH*CCC,666,1824,1824,,2025-05-22
CH*CPI,14,41,42,,2025-05-22
CH*DIE,1,1,2,,2025-05-22
CH*EBS,6,6,19,,2025-05-22
CH*ECU,3271,4253,4253,,2025-05-22
CH*ELECTRA,6,22,22,,2025-05-22
CH*ENMOBILECHARGE,24,52,52,,2025-05-22
CH*EVAEMOBILITAET,2,4,4,,2025-05-22
CH*EWACHARGE,15,36,36,53.0,2025-05-22
CH*EWD,8,8,24,,2025-05-22
CH*EWO,7,7,11,,2025-05-22
CH*FASTNED,11,48,70,100.0,2025-05-22
CH*GFT,81,489,489,,2025-05-22
CH*HER,1,1,4,,2025-05-22
CH*ION,10,58,58,,2025-05-22
CH*LIDL,46,46,138,,2025-05-22
CH*MIG,171,675,675,3.0,2025-05-22
CH*MOBILECHARGE,36,97,97,5.0,2025-05-22
CH*MOBIMOEMOBILITY,3,6,6,,2025-05-22
CH*PACEMOBILITY,1,1,1,,2025-05-22
CH*PARKCHARGE,3,5,5,,2025-05-22
CH*REP,177,498,498,41.0,2025-05-22
CH*SCH,70,143,143,,2025-05-22
CH*SCHARGE,2,2,2,,2025-05-22
CH*SHE,440,1084,1525,,2025-05-22
CH*SWISSCHARGE,1434,4126,4189,,2025-05-22
CH*TAE,1,131,131,,2025-05-22
CH*TES,34,416,416,,2025-05-22
CHEVP,877,2056,3658,,2025-05-22
CH*AIL,5,25,25,8.0,2025-05-23
CH*AVIA,1,1,2,,2025-05-23
CH*BEC,15,57,57,,2025-05-23
CH*CCC,665,1824,1824,,2025-05-23
CH*CPI,14,41,42,,2025-05-23
CH*DIE,1,1,2,,2025-05-23
CH*EBS,6,6,19,,2025-05-23
CH*ECU,3283,4266,4266,,2025-05-23
CH*ELECTRA,6,22,22,,2025-05-23
CH*ENMOBILECHARGE,24,52,52,,2025-05-23
CH*EVAEMOBILITAET,2,4,4,,2025-05-23
CH*EWACHARGE,15,36,36,53.0,2025-05-23
CH*EWD,8,8,24,,2025-05-23
CH*EWO,7,7,11,,2025-05-23
CH*FASTNED,11,48,70,100.0,2025-05-23
CH*GFT,81,489,489,,2025-05-23
CH*HER,1,1,4,,2025-05-23
CH*ION,10,58,58,,2025-05-23
